% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.177673175e+01 +4.836731750e+00 +4.836731750e+00 +5.9671e-01 -3.8264e-02 +7.4769e-01 +1.6230e+00 -1.3415e-01 -1.3414e-01 +1.6792e+00 +8.6743e-01 -3.6947e-01 +6.4256e-01
10 0 +1.911425818e+01 +2.174258178e+00 +2.174258178e+00 +1.9708e-01 +1.0686e+00 -6.0205e-01 -2.2766e-01 -2.9211e-01 -1.3635e+00 +3.9612e-01 +3.6106e-01 +1.0511e-01 -1.3459e-01
29 0 +1.747590434e+01 +5.359043438e-01 +5.359043438e-01 +2.1352e-01 +7.6213e-01 +1.6860e+00 -1.1378e+00 +2.2330e+00 -1.8521e+00 -5.1785e-02 +6.8832e-01 +3.8099e-01 -5.2270e-01
33 0 +1.688990874e+01 -5.009125803e-02 -5.009125803e-02 +1.9700e-01 +6.9516e-01 -7.1822e-01 +2.1924e+00 -9.0602e-01 -1.1142e+00 +1.2581e+00 +8.9166e-01 +7.2412e-01 +7.2835e-01
36 0 +1.530616351e+01 -1.633836493e+00 -1.633836493e+00 +4.1091e-01 +1.5754e+00 +9.5766e-01 -5.9939e-02 +8.0984e-02 -9.0253e-01 +8.1487e-02 -1.8866e-01 +4.2272e-01 -7.2723e-01
37 0 +1.289055691e+01 -4.049443093e+00 -4.049443093e+00 +6.1935e-01 +1.6327e+00 -8.7601e-03 +5.0171e-01 +7.9014e-01 -3.0122e-01 +3.2409e-01 +1.1259e-01 +1.9768e-01 -6.7301e-01
74 0 +1.253011109e+01 -4.409888910e+00 -4.409888910e+00 +8.5028e-01 +1.7059e+00 -8.7179e-01 +1.0082e+00 +3.5019e-01 +1.2677e-02 +4.1566e-01 -2.1234e-01 -1.8519e+00 -2.1968e+00
83 0 +1.135112714e+01 -5.588872862e+00 -5.588872862e+00 +2.7446e-01 +1.9931e+00 -1.6841e+00 +1.1555e+00 +1.3392e+00 -1.9573e+00 -5.5299e-01 +1.6251e+00 -5.0305e-01 -5.6017e-01
99 0 +9.610330156e+00 -7.329669844e+00 -7.329669844e+00 +1.4857e+00 +2.8472e+00 -1.1113e+00 +4.7467e-01 -1.2082e+00 +9.2414e-01 +2.0059e-01 -1.8077e+00 -8.3007e-01 -9.8757e-01
104 0 +7.653380754e+00 -9.286619246e+00 -9.286619246e+00 +1.2911e+00 +3.2134e+00 -2.1555e+00 +1.9758e+00 +1.3114e+00 -1.7784e-01 +1.1746e+00 -1.0182e+00 -1.3551e+00 -2.5225e+00
